Date,AAPL,MSFT,ASML.AS,^GSPC,EURUSD,^IRX,Portfolio_PnL,Loss
2016-08-08,2061.6497637343573,430.9770714712452,-161.8516018654445,-181.51545830831992,-813.4072715209974,-0.0,1335.852503510841,-1335.852503510841
2016-08-09,1012.9305992890401,602.0817519982476,465.0044864130028,77.94359731119647,-106.4288225929485,-10.750003159046173,2040.7816092594921,-2040.7816092594921
2016-08-10,-1868.0231254223493,-774.3426228478558,-2131.4430026690093,-573.7594126976569,579.4147843210515,5.000002682209029,-4763.1533766336115,4763.1533766336115
2016-08-11,-162.05531268699423,1203.5070710213663,2292.9020430619917,944.6830204887287,1266.767093311773,-0.5000010132789751,5545.303914183587,-5545.303914183587
2016-08-12,578.4136870128117,-1548.4596143090268,100.80577057454225,-159.27267738281148,-848.37798888194,2.99999862909317,-1873.890824357331,1873.890824357331
2016-08-15,2986.3930178712703,775.3731115694832,342.5818839134796,557.8032589043544,499.6461222578487,-2.99999862909317,5158.797395887343,-5158.797395887343
2016-08-16,-228.60663774225304,-1388.8748705969715,-2920.140207506032,-1098.8284432956452,306.2075347394336,-3.2499954104423523,-5333.49261981191,5333.49261981191
2016-08-17,-365.89345417942974,521.7907736465728,-10010.415936714058,373.36920123111327,1637.3235484585618,-0.0,-7843.82586755724,7843.82586755724
2016-08-18,-320.6300424229405,173.58329131951973,1646.8346750324908,439.4403392764844,406.3535142976281,0.7499977946281433,2346.3317752978105,-2346.3317752978105
2016-08-19,640.8493970086533,86.85785433874518,1295.0338833455685,-288.26191375363726,892.3299722132919,-2.0000040531158447,2624.809189099506,-2624.809189099506
2016-08-22,-1950.6488394271282,216.7901267236343,-105.82350665726376,-112.6963766646215,-905.8983737115113,3.250002861022949,-2855.0269668758674,2855.0269668758674
2016-08-23,782.0983696401603,951.9784206081189,3005.0282441046534,389.9734356723466,373.2067709043371,-6.250001490116119,5496.0352394394995,-5496.0352394394995
