,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Student-t,Historical,Historical,Historical,Historical,Historical,Historical,Historical,Historical,Historical,Historical,Historical,Historical,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,GARCH-CCC,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA,FHS-EWMA
,AAPL,AAPL,MSFT,MSFT,ASML.AS,ASML.AS,^GSPC,^GSPC,^IRX,^IRX,Portfolio,Portfolio,AAPL,AAPL,MSFT,MSFT,ASML.AS,ASML.AS,^GSPC,^GSPC,^IRX,^IRX,Portfolio,Portfolio,AAPL,AAPL,MSFT,MSFT,ASML.AS,ASML.AS,^GSPC,^GSPC,^IRX,^IRX,Portfolio,Portfolio,AAPL,AAPL,MSFT,MSFT,ASML.AS,ASML.AS,^GSPC,^GSPC,^IRX,^IRX,Portfolio,Portfolio,AAPL,AAPL,MSFT,MSFT,ASML.AS,ASML.AS,^GSPC,^GSPC,^IRX,^IRX,Portfolio,Portfolio
,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975,VaR_99,ES_975
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,22164.46325513193,22274.83446868978,13629.490065060201,13697.73790959494,11308.727365461244,11365.32925095857,11014.035444907173,11068.718626332206,15.375593782442447,15.449176383505701,48574.57579562241,48817.4923719246,31953.66937920634,33332.31323425747,19870.22497115824,20080.3895136633,16005.518982341142,17371.966874672682,18339.830008254317,19921.399058305047,13.113078010479272,13.799540282571568,70070.86111702073,72774.24100560356
2025-04-17,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,21784.33546156787,21892.834928937442,13993.315119606474,14063.354435774108,12485.177742537735,12547.572460199057,10778.039816537312,10831.56095739249,15.168110904351373,15.240671861397079,49057.078045828996,49302.37045931791,31727.964413053975,33096.8702076355,20473.243891520488,20689.786479352355,17690.990748722776,19201.33334045754,18147.562045901603,19712.55051377483,12.798283773316431,13.468266743820521,72688.07994857912,75492.43386032172
2025-04-21,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,20846.5705424781,20950.45246295286,13516.018346510113,13583.70745721831,12068.518114497334,12128.861203512195,10286.44462021009,10337.545150285214,14.96896407449226,15.040544434154643,47098.698450255346,47334.347818417744,30854.01109358229,32185.210095895523,19942.671991992433,20153.602796329535,17193.287620251092,18661.139531636327,17595.99484166576,19113.41789487321,12.420633514885894,13.070846706376141,70474.54777579282,73193.5021610668
2025-04-22,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,20073.30765052323,20173.38203075743,13376.825858661688,13443.82958668286,11644.630746828947,11702.886617865737,10140.208499918625,10190.588964517407,14.780509706804743,14.851162118681266,45889.07309986383,46118.766282561315,30104.06124015416,31402.903590567563,19835.600298158683,20045.398620423617,16669.510815891354,18092.646044789806,17482.04748587649,18989.64407879667,12.077238223914058,12.70947486470599,69280.62041000434,71953.51229258251
2025-04-23,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,19622.164349072424,19720.017303330536,13123.723351148574,13189.480804465024,11255.716820885531,11312.057682889108,10007.90899890833,10057.638021831655,14.603335592790664,14.673115600759392,44903.563813017056,45128.40435593814,29753.019855738912,31036.716494974386,19631.16978573947,19838.805875559672,16176.11622802441,17557.128611957796,17408.581556866076,18909.842679964353,11.722279598330461,12.335934354348877,68683.29015955173,71333.1366483646
2025-04-24,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,18977.592639716753,19072.271728079024,12871.540705677022,12936.05641368202,11073.919438334944,11129.365131493758,9704.095463485279,9752.328511011641,14.468277080002313,14.537392060943855,43719.335029407324,43938.34443935341,29142.946655419466,30400.321633165284,19407.88772220853,19613.16218940998,15975.368664395157,17339.242517205963,17084.318073485745,18557.615737318305,11.402229699421307,11.999130022909654,67962.25748742123,70584.28606171477
2025-04-25,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,18272.361742888876,18363.568280005642,13096.855558510537,13162.480715032832,10835.159488784926,10889.429529878698,9493.778762243624,9540.97621203011,14.416372805895179,14.48523221060983,42948.822936358105,43164.03835097524,28429.994880059196,29656.609491213505,19843.065678692536,20052.942961225246,15675.616533286911,17013.899484095313,16872.24816825774,18327.257592864265,11.238081374005402,11.826388624812026,67553.5195674861,70159.77876411196
2025-04-28,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,17477.724348252847,17565.018097250322,12674.609553235747,12738.155573835154,10497.544683195669,10550.15231171092,9104.414346745594,9149.694569291933,14.290891973759564,14.359133511869278,41308.56345841189,41515.702248594804,27574.143125392344,28763.831937872215,19360.585466733828,19565.359624709003,15201.878247089322,16499.716481084375,16400.477634372222,17814.803057284982,10.920481215250074,11.492162276048386,65640.07612809185,68172.51341887072
2025-04-29,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,16729.96173509921,16813.573507023182,12208.880532388712,12270.133307047416,10245.876274116237,10297.244689415884,8710.208192253727,8753.547346876181,14.158620137410924,14.226210370065754,39721.28428946299,39920.60732982569,26743.474087194918,27897.323611500975,18773.640454828583,18972.206578919806,14813.331987567719,16077.99865005782,15901.183676077431,17272.451564053335,10.587799364092236,11.14206471675191,63647.479229802215,66103.04082225202
2025-04-30,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,16031.278186410562,16111.44964617844,11798.148148975157,11857.378480692116,9967.567603685482,10017.565629337589,8357.862693497325,8399.466901726964,14.050504776928822,14.117562650421014,38247.519210627695,38439.585443633965,25943.546182956834,27062.882747997577,18252.68663452508,18445.742704177097,14395.7935927164,15624.813522336322,15444.572107670974,16776.463255286595,10.280036113901044,10.818190233193244,61844.53298594824,64230.53572699916
2025-05-01,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,15380.783641355592,15457.752071232433,11389.637958811347,11446.85678964819,9718.954237167212,9767.728092608633,8009.438184707535,8049.326753467315,13.940345857956878,14.006861309820923,36841.020870091095,37026.16151661754,25175.104617091125,26261.286703684524,17705.955554333283,17893.22892713569,13985.697012640097,15179.705543497137,14975.940091151395,16267.41789290412,9.966864800574106,10.488624577429789,59969.0982062594,62282.745440542785
2025-05-02,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,14761.27446804836,14835.19243975463,14442.628663959322,14514.880396393859,9487.016396880548,9534.648192267894,7705.354017417233,7743.745278190918,13.867065069776519,13.93321968763086,38585.723865216794,38779.45541521329,24417.20295104787,25470.685304091938,21934.892289327658,22166.894524308675,13585.540133836443,14745.385853462774,14554.47564465914,15809.607682903215,9.70679992255317,10.214945449046352,59865.819705216665,62175.482387031436
2025-05-05,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,15045.230358907325,15120.546527128958,14146.97200786705,14217.767929312631,10162.846580110805,10213.806157867131,7540.280161589387,7577.85860002895,14.055935422861388,14.123020036810335,38842.08390796915,39037.07777274761,24566.997885556226,25626.94315412736,21690.354285315014,21919.77007661897,14552.357093402701,15794.743404066867,14303.882690091508,15537.404382932895,10.316229222374126,10.856278030575876,58301.89912608683,60551.224723790416
2025-05-06,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,15054.912078239211,15130.275919168711,13582.184318152771,13650.199229571446,9875.39338291322,9924.937543445994,7276.6912160429,7312.971744641481,13.945273380383483,14.011813095328197,37931.44186533783,38121.95173604631,24447.964081382645,25502.773626080576,21033.003311162007,21255.466394736253,14109.957356066378,15314.574432923242,13905.955136150655,15105.16081280258,10.001955321158555,10.525552067066815,56907.6161080379,59103.14935026164
2025-05-07,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,14456.18119578639,14528.596890681827,13088.341002000336,13153.924232915077,9668.829843415831,9717.356886746871,7046.204350740277,7081.349963873896,13.843061886232608,13.909098312604861,36628.03992978472,36812.13185987962,23705.474443046638,24728.249207476198,20428.859451418266,20644.93259134192,13754.333039555764,14928.589207885145,13538.903553289103,14706.455860037126,9.70421340386718,10.212223527559239,55326.26595051155,57460.789664030846
2025-05-08,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,13983.013130910762,14053.098950072725,12591.067281634454,12654.201940762594,9443.642004729812,9491.060224960194,6791.552264339708,6825.443972654668,13.757151536817943,13.822764941322887,35399.335725712976,35577.3775262214,23067.956793790552,24063.225803585075,19806.52153532202,20016.012295649576,13386.453704739539,14529.302710186756,13144.80594378247,14278.37251665978,9.453323581749341,9.9481997641045,53641.57949080275,55711.10689314302
2025-05-09,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,13465.212795469955,13532.748969958317,12196.087946805423,12257.277730875938,9991.15082375854,10041.264972995996,6564.859711243931,6597.63518725662,13.674424256393952,13.739630312437612,34739.786787816636,34914.580974676726,22391.568905063465,23357.65510034744,19312.811159848436,19517.080015776726,14176.951801933756,15387.288432118094,12777.950331818665,13879.88043470371,9.165337262577014,9.64513752280065,52900.67210946595,54941.61481793948
2025-05-12,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,12975.49491802445,13040.619725635783,11757.35893223128,11816.388418174118,9822.284084232888,9871.566735007496,6331.313354265348,6362.93884990075,13.599525329645946,13.664362583978654,33605.89031887556,33775.10120867195,21728.314297278597,22665.78431460487,18725.96928093677,18924.03119380411,13882.36391447753,15067.55053244639,12389.206532326736,13457.612597017378,8.886124166844382,9.35130777825823,51295.94037453434,53274.971477675375
2025-05-13,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,14719.445252115107,14793.157257099641,11721.637351936391,11780.490945106094,11474.572557329584,11531.991063213472,6928.843514462297,6963.411243785063,15.899990474729211,15.97615520087395,36713.23933732144,36897.75078861159,23564.232153026907,24580.913006522536,18682.718392758903,18880.322847135456,16329.856507305743,17723.994243864196,13061.26017624582,14187.622025843837,14.725281340865486,15.496141552203417,57779.55289675682,60008.726033526764
2025-05-14,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,14185.644473666805,14256.728047925475,11315.960749717124,11372.816794570885,11159.162578667978,11215.02800836197,6706.5428025553865,6740.015924966458,15.631392748324338,15.706234901431564,35486.22712703321,35664.69678010061,22912.668289894093,23901.237363630684,18113.635530684707,18305.220876594754,15946.466494882936,17307.87286702927,12716.04050827293,13812.631703394381,14.306208072350952,15.055130033352253,56220.04925852296,58389.055719665324
2025-05-15,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,13646.336557205212,13714.764583634878,10979.718746630979,11034.919138574669,10861.218773477465,10915.617130278793,6462.648065380738,6494.920252073939,15.381163361589302,15.454773387215333,34307.48250601209,34480.14803007682,22219.984062145224,23178.66721440144,17631.455247035505,17817.940640687073,15567.584600921049,16896.644482708776,12329.748467874928,13393.027056767234,13.87038334166852,14.59649012269307,54588.82824583819,56694.901127897494
2025-05-16,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,13149.949454143445,13215.93327448296,10625.863375809233,10679.32138676224,10550.608255051762,10603.477168166664,6246.325124116289,6277.532138392205,15.617336192893468,15.692109131635174,33167.08232308138,33334.1325258472,21554.972876936332,22484.964063548527,17099.458452152656,17280.31699139402,15126.373610034447,16417.765745513185,11972.353309586215,13004.811268149178,14.333542595050295,15.08389550296915,52930.84676222451,54972.95362863919
2025-05-19,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,12671.91072319668,12735.540684682288,10297.83695536688,10349.67976687246,10446.625369697333,10498.982271923785,6070.7408461178175,6101.08328482565,15.656269508840388,15.731234154915665,32239.235716818846,32401.717210382187,20898.896432539033,21800.58114367957,16585.112717465145,16760.531095048707,14945.948945437025,16221.937587724711,11661.31013614713,12666.944713243667,14.422501527695047,15.177511385795809,51341.21738471599,53321.995304676304
2025-05-20,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,12334.335386945308,12396.303130199098,10060.584500636378,10111.259082969245,10192.750049337064,10243.85687153457,5869.969371467415,5899.3232130540855,15.403156816554127,15.47687513777494,31390.84115091964,31549.145156486156,20364.28387951242,21242.90268537877,16188.475660846168,16359.69886471298,14558.30897471389,15801.203418583986,11306.928968997507,12282.00283284684,13.9939906441543,14.72656819807014,49802.19116187674,51723.59243835786
2025-05-21,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,11981.698857414865,12041.930221242657,9776.790371654632,9826.067553986317,9901.00017889367,9950.67042708323,5700.811130786165,5729.332038560653,15.193268633861042,15.265953467363857,30491.480703713973,30645.35626569535,19808.070711544126,20662.691651718815,15697.872486270462,15863.906650159826,14114.969694504218,15320.014692461398,10980.131114369544,11927.022962776535,13.647061560193535,14.361477571331983,48348.472744715655,50213.78860894456
2025-05-22,10059.707779066615,10110.475274333086,9496.527740749036,9544.424912147568,9612.797947750241,9661.049090479144,5127.476051921674,5153.173862394049,18.046941778815405,18.1336780758578,27882.82260335884,28023.853153903223,11121.733839266759,11532.389443785494,10498.508318441834,10885.946023850798,10622.183396915294,11012.484357836323,5665.059091394012,5872.927331474607,19.86141395911077,20.563019313259232,30833.09854619085,31973.887267112103,12272.796423390475,13052.846841819819,11072.632554941958,12121.929531727945,11342.462277283234,12353.23449805764,6650.501434931902,7246.567963790463,27.1625250577928,28.983051399305715,35641.77175739532,36732.64253183709,11996.492972449805,12056.797182380655,9659.693717781063,9708.394317133922,9697.443159273495,9746.111094340939,5789.3517148438195,5818.308595739776,15.104472510171483,15.176720112277742,30345.07074669514,30498.225387229533,19621.41651933509,20467.98424809125,15390.238722734914,15553.019088075625,13798.49734657594,14976.523978350495,10959.565828605662,11904.684191682913,13.445151240313828,14.148997359560171,47419.31709998004,49248.78552858023
